ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
81,0,3,3,91,3,1
82,0,3,3,91,3,1
83,0,3,3,91,3,1
84,0,3,3,91,3,1
85,0,3,3,91,3,1
86,0,9,9,91,9,1
87,0,9,9,91,9,1
88,0,9,9,91,9,1
89,0,9,9,91,9,1
90,0,9,9,91,9,1
91,0,9,9,91,9,1
92,0,9,9,91,9,1
93,0,9,9,91,9,1
94,0,9,9,91,9,1
95,1,9,-1,-1,-1,-1
96,0,9,9,91,9,1
97,0,9,9,91,9,1
98,0,9,9,91,9,1
99,0,9,9,91,9,1
100,0,9,9,91,9,1
101,0,9,9,91,9,1
102,1,9,-1,-1,-1,-1
103,0,9,9,91,9,1
104,1,9,-1,-1,-1,-1
105,0,9,9,91,9,1
106,0,9,9,91,9,1
107,0,9,9,91,9,1
108,0,9,9,91,9,1
109,0,9,9,91,9,1
110,0,9,9,91,9,1
111,0,9,9,91,9,1
112,0,9,9,91,9,1
113,0,9,9,91,9,1
114,0,9,9,91,9,1
115,0,9,9,91,9,1
116,1,9,-1,-1,-1,-1
117,0,8,8,91,8,1
118,0,8,8,91,8,1
119,0,8,8,91,8,1
120,0,8,8,91,8,1
121,0,8,8,91,8,1
122,0,8,8,91,8,1
123,0,8,8,91,8,1
124,1,8,-1,-1,-1,-1
125,0,8,8,91,8,1
126,0,8,8,91,8,1
127,0,8,8,91,8,1
128,0,8,8,91,8,1
129,0,8,8,91,8,1
130,0,8,8,91,8,1
131,0,8,8,91,8,1
132,0,8,8,91,8,1
133,0,8,8,91,8,1
134,0,8,8,91,8,1
135,0,8,8,91,8,1
136,0,8,8,91,8,1
137,0,8,8,91,8,1
138,0,8,8,91,8,1
139,0,8,8,91,8,1
140,0,8,8,91,8,1
141,0,8,8,91,8,1
142,0,8,8,91,8,1
143,0,8,8,91,8,1
144,0,8,8,91,8,1
145,0,8,8,91,8,1
146,0,8,8,91,8,1
147,0,8,8,91,8,1
148,1,8,-1,-1,-1,-1
149,0,8,8,91,8,1
150,0,8,8,91,8,1
151,0,8,8,91,8,1
152,0,8,8,91,8,1
153,0,8,8,91,8,1
154,0,8,8,91,8,1
155,0,8,8,91,8,1
156,0,8,8,91,8,1
157,0,8,8,91,8,1
158,0,8,8,91,8,1
159,0,8,8,91,8,1
160,0,8,8,91,8,1
161,0,8,8,91,8,1
162,1,8,-1,-1,-1,-1
163,0,8,8,91,8,1
164,0,8,8,91,8,1
165,0,8,8,91,8,1
166,0,8,8,91,8,1
167,1,8,-1,-1,-1,-1
168,1,8,-1,-1,-1,-1
169,0,8,8,91,8,1
170,0,8,8,91,8,1
171,0,7,7,91,7,1
172,0,7,7,91,7,1
173,0,7,7,91,7,1
174,0,7,7,91,7,1
175,0,7,7,91,7,1
176,0,7,7,91,7,1
177,1,7,-1,-1,-1,-1
178,0,7,7,91,7,1
179,0,7,7,91,7,1
180,0,7,7,91,7,1
181,0,7,7,91,7,1
182,0,7,7,91,7,1
183,0,7,7,91,7,1
184,0,7,7,91,7,1
185,0,7,7,91,7,1
186,0,7,7,91,7,1
187,0,7,7,91,7,1
188,0,7,7,91,7,1
189,0,7,7,91,7,1
190,0,7,7,91,7,1
191,0,7,7,91,7,1
192,0,7,7,91,7,1
193,0,7,7,91,7,1
194,0,7,7,91,7,1
195,0,10,91,91,10,0
196,0,10,91,91,10,0
197,0,10,91,91,10,0
198,0,10,91,91,10,0
199,0,10,91,91,10,0
200,0,10,91,91,10,0
201,0,10,91,91,10,0
202,0,10,91,91,10,0
203,0,10,91,91,10,0
204,0,10,91,91,10,0
205,0,10,91,91,10,0
206,0,10,91,91,10,0
207,0,10,91,91,10,0
208,0,10,91,91,10,0
209,0,10,91,91,10,0
210,0,10,91,91,10,0
211,0,10,91,91,10,0
212,0,10,91,91,10,0
213,0,10,91,91,10,0
214,0,10,91,91,10,0
215,0,10,91,91,10,0
216,0,10,91,91,10,0
217,0,10,91,91,10,0
218,0,10,91,91,10,0
219,0,10,91,91,10,0
220,0,10,91,91,10,0
221,0,10,91,91,10,0
222,0,10,91,91,10,0
223,0,10,91,91,10,0
224,0,10,91,91,10,0
225,0,10,91,91,10,0
226,0,10,91,91,10,0
227,0,10,91,91,10,0
228,0,10,91,91,10,0
229,0,10,91,91,10,0
230,0,10,91,91,10,0
231,0,10,91,91,10,0
232,0,10,91,91,10,0
233,0,10,91,91,10,0
234,0,10,91,91,10,0
235,1,6,-1,-1,-1,-1
236,0,6,91,91,6,1
237,0,6,91,91,6,1
238,0,6,91,91,6,1
239,0,6,91,91,6,1
240,0,6,91,91,6,1
241,0,6,91,91,6,1
242,0,6,91,91,6,1
243,0,6,91,91,6,1
244,0,6,91,91,6,1
245,0,6,91,91,6,1
246,0,6,91,91,6,1
247,0,6,6,91,6,1
248,0,6,91,91,6,1
249,0,6,91,91,6,1
250,1,6,-1,-1,-1,-1
251,0,5,91,91,6,1
252,0,6,91,91,5,1
253,1,5,-1,-1,-1,-1
254,0,5,91,91,5,1
255,0,5,91,91,5,1
256,0,5,91,91,6,1
257,0,5,91,91,6,1
258,1,5,-1,-1,-1,-1
259,0,11,91,91,7,0
260,0,11,91,91,7,0
261,0,11,91,91,5,0
262,0,11,91,91,5,0
263,0,11,91,91,7,0
264,0,11,7,91,7,0
265,0,11,91,91,7,0
266,0,11,91,91,7,0
267,0,11,91,91,7,0
268,0,11,91,91,7,0
269,0,11,91,91,7,0
270,0,11,91,91,7,0
271,0,11,91,91,7,0
272,0,11,91,91,7,0
273,0,11,91,91,5,0
274,0,4,5,91,6,1
275,0,4,5,91,6,1
276,0,4,91,91,5,1
277,0,4,91,91,4,1
278,0,4,5,91,5,1
279,0,4,91,91,6,1
280,0,4,5,91,6,1
281,0,4,91,91,5,1
282,0,4,5,91,6,1
283,0,4,5,91,5,1
284,0,4,91,91,5,1
285,0,4,91,91,5,1
286,0,4,91,91,5,1
287,0,4,91,91,4,1
288,0,4,91,91,4,1
289,0,4,91,91,4,1
290,0,4,91,91,4,1
291,0,4,91,91,4,1
292,0,4,5,91,6,1
293,1,4,-1,-1,-1,-1
294,0,4,5,91,6,1
295,0,4,91,91,4,1
296,0,4,5,91,6,1
297,0,4,91,91,6,1
298,0,4,91,91,4,1
299,0,4,5,91,6,1
